Date,Open,High,Low,Close,Adj Close,Volume
2017-05-11,32.501301,34.073700,32.501301,32.937500,32.635365,1593600
2017-05-12,32.938801,33.750000,32.264999,33.125000,32.821144,1030400
2017-05-15,33.371300,34.062500,32.651199,34.062500,33.750042,1135200
2017-05-16,34.068699,35.306301,34.068699,35.250000,34.926651,724800
2017-05-17,35.119999,35.250000,34.625000,35.067501,34.745827,799200
2017-05-18,30.873800,31.430000,28.770000,29.375000,29.105543,1471200
2017-05-19,31.250000,32.500000,31.062500,31.062500,30.777563,1203200
2017-05-22,30.628700,30.875000,27.620001,27.735001,27.480587,782400
2017-05-23,28.688700,30.662500,27.688700,30.236200,29.958843,851200
2017-05-24,30.500000,31.562500,30.500000,31.209999,30.923710,638400
2017-05-25,31.125000,31.843800,30.625000,31.091200,30.806000,776800
2017-05-26,31.608700,31.875000,31.333700,31.875000,31.582611,511200
2017-05-29,31.875000,31.875000,31.875000,31.875000,31.582611,0
2017-05-30,32.312500,32.873699,32.262501,32.500000,32.201878,324000
2017-05-31,32.687500,33.062500,31.285000,31.375000,31.087196,840800
2017-06-01,31.681200,32.248699,30.197500,30.952499,30.668571,616800
2017-06-02,31.375000,31.548700,29.812500,30.187500,29.910589,1300800
2017-06-05,30.125000,30.313700,29.623800,29.623800,29.352060,760000
2017-06-06,29.508801,29.937500,28.250000,29.625000,29.353249,1044000
2017-06-07,29.963800,31.250000,29.778700,31.186300,30.900227,875200
2017-06-08,31.186300,32.557499,30.812500,32.151199,31.856274,857600
2017-06-09,32.313801,32.731300,31.392500,31.500000,31.211050,545600
2017-06-12,31.250000,32.101200,30.885000,31.038700,30.753981,675200
2017-06-13,31.290001,31.958700,30.757500,31.958700,31.665543,692000
2017-06-14,32.055000,32.498699,31.788700,32.125000,31.830317,791200
2017-06-15,32.125000,32.125000,32.125000,32.125000,31.830317,0
2017-06-16,32.125000,32.375000,31.040001,32.375000,32.078022,805600
2017-06-19,31.898800,32.487499,31.855000,32.125000,31.830317,506400
2017-06-20,32.123699,32.123699,30.733700,30.733700,30.451778,1035200
2017-06-21,31.296200,31.495001,30.440001,30.625000,30.344076,836800
2017-06-22,30.876200,30.950001,29.875000,29.875000,29.600956,802400
2017-06-23,30.276300,30.937500,29.748800,30.586300,30.305731,1247200
2017-06-26,30.750000,31.471300,30.531200,31.375000,31.087196,505600
2017-06-27,31.375000,31.506300,30.232500,30.750000,30.467928,532800
2017-06-28,30.998800,31.000000,30.125000,30.125000,29.848663,652000
2017-06-29,30.427500,31.125000,30.227501,31.059999,30.775085,638400
2017-06-30,30.941200,32.250000,30.941200,32.000000,31.706463,834400
2017-07-03,31.937500,32.500000,31.937500,32.500000,32.201878,457600
2017-07-04,32.498699,32.728699,32.275002,32.500000,32.201878,315200
2017-07-05,32.250000,32.562500,32.211300,32.500000,32.201878,860000
2017-07-06,32.373699,32.466301,32.125000,32.424999,32.127563,1366400
2017-07-07,32.375000,35.875000,32.375000,35.686199,35.358849,2224800
2017-07-10,35.686199,37.237499,35.453800,37.227501,36.886009,1689600
2017-07-11,37.372501,38.222500,37.131199,37.998699,37.650139,1082400
2017-07-12,38.580002,39.622501,38.302502,39.375000,39.013813,1072800
2017-07-13,39.625000,40.000000,37.500000,37.750000,37.403717,1697600
2017-07-14,37.687500,39.599998,37.687500,39.500000,39.137665,817600
2017-07-17,39.500000,41.462502,39.500000,41.255001,40.876568,1163200
2017-07-18,41.876301,43.623699,41.876301,43.000000,42.605560,1598400
2017-07-19,43.875000,44.424999,42.375000,43.137501,42.741798,1932000
2017-07-20,43.137501,43.875000,42.875000,43.547501,43.148037,901600
2017-07-21,43.549999,44.026199,41.876301,41.887501,41.503265,1176000
2017-07-24,42.645000,43.037498,41.788700,41.875000,41.490879,672800
2017-07-25,42.500000,43.648800,41.875000,43.301300,42.904095,1062400
2017-07-26,43.375000,43.650002,42.562500,42.968800,42.574646,791200
2017-07-27,43.500000,43.562500,42.516300,43.502499,43.103451,727200
2017-07-28,43.138699,45.828800,43.000000,45.828800,45.408413,1320000
2017-07-31,46.875000,47.685001,45.062500,45.860001,45.439327,1775200
2017-08-01,48.123699,48.130001,45.860001,46.293800,45.869148,1952000
2017-08-02,45.888699,47.060001,45.263699,46.485001,46.058594,1936800
2017-08-03,47.125000,47.125000,45.812500,46.555000,46.127949,1414400
2017-08-04,46.748699,49.125000,46.126301,49.125000,48.674374,2224800
2017-08-07,49.250000,50.867500,49.125000,50.000000,49.541348,2194400
2017-08-08,50.038700,50.372501,48.208801,49.297501,48.845291,2793600
2017-08-09,48.751301,51.497501,48.626301,50.683800,50.218876,1661600
2017-08-10,50.683800,51.437500,49.251301,49.571301,49.116581,1199200
2017-08-11,49.500000,51.746300,49.500000,51.746300,51.271629,1368800
2017-08-14,51.875000,55.937500,51.500000,55.707500,55.196495,1757600
2017-08-15,56.736301,58.046200,56.064999,56.782501,56.261631,1544000
2017-08-16,57.812500,61.336300,57.375000,61.250000,60.688152,2085600
2017-08-17,63.500000,63.621300,55.250000,56.375000,55.857872,3073600
2017-08-18,54.125000,58.623699,53.125000,57.250000,56.724842,2188800
2017-08-21,57.762501,60.000000,57.762501,59.125000,58.582645,1590400
2017-08-22,59.570000,59.883801,57.750000,58.496300,57.959713,1000800
2017-08-23,57.500000,58.110001,56.250000,57.886200,57.355206,995200
2017-08-24,57.641300,60.125000,57.426300,59.637501,59.090443,1247200
2017-08-25,60.000000,60.430000,58.937500,59.846199,59.297226,1160800
2017-08-28,60.000000,62.687500,60.000000,61.748699,61.182278,1138400
2017-08-29,61.375000,62.312500,60.751301,62.000000,61.431271,568000
2017-08-30,62.250000,64.998703,61.875000,64.375000,63.784485,1368800
2017-08-31,64.812500,71.250000,64.812500,71.000000,70.348717,2719200
2017-09-01,72.375000,75.498703,70.177498,70.517502,69.870644,2716800
2017-09-04,70.750000,77.750000,69.375000,77.723701,77.010742,2110400
2017-09-05,79.760002,86.400002,78.559998,82.000000,81.247810,2979700
2017-09-06,86.699997,86.959999,83.500000,85.410004,84.626534,1446200
2017-09-07,85.410004,85.410004,85.410004,85.410004,84.626534,0
2017-09-08,86.260002,87.300003,78.000000,78.919998,78.196068,2224100
2017-09-11,81.709999,82.510002,77.000000,78.300003,77.581757,1796200
2017-09-12,69.000000,72.449997,63.619999,69.019997,68.386871,5369600
2017-09-13,70.279999,72.949997,66.000000,72.300003,71.636795,2806500
2017-09-14,73.110001,82.389999,72.699997,82.000000,81.247810,4682500
2017-09-15,84.300003,87.000000,82.809998,83.190002,82.426903,3505700
2017-09-18,85.360001,85.360001,77.160004,81.250000,80.504692,2291800
2017-09-19,80.500000,83.260002,78.519997,78.849998,78.126709,1806800
2017-09-20,80.650002,80.910004,74.570000,75.500000,74.807434,2818900
2017-09-21,75.500000,76.500000,72.500000,76.129997,75.431656,1509900
2017-09-22,77.099998,77.750000,74.580002,75.050003,74.361565,940200
2017-09-25,73.860001,75.199997,71.330002,71.800003,71.141373,1674200
2017-09-26,72.099998,75.339996,68.519997,73.989998,73.311287,2628400
2017-09-27,73.849998,74.180000,68.139999,68.309998,67.683388,2822100
2017-09-28,72.000000,73.000000,69.120003,70.750000,70.101006,4696300
2017-09-29,69.800003,74.500000,69.500000,74.209999,73.529266,4990000
2017-10-02,75.849998,78.070000,74.430000,77.879997,77.165604,3193500
2017-10-03,78.660004,80.430000,76.000000,78.989998,78.265427,2518700
2017-10-04,78.480003,79.500000,77.489998,79.500000,78.770744,1515000
2017-10-05,79.500000,80.000000,77.220001,78.400002,77.680840,2134800
2017-10-06,77.989998,79.970001,76.620003,79.699997,78.968910,1574300
2017-10-09,80.500000,80.699997,77.040001,77.790001,77.076424,1213900
2017-10-10,78.349998,79.699997,77.400002,79.620003,78.889641,916400
2017-10-11,79.199997,80.000000,77.000000,77.000000,76.293671,1397300
2017-10-12,77.000000,77.000000,77.000000,77.000000,76.293671,0
2017-10-13,69.199997,73.150002,68.800003,72.699997,72.033112,5301100
2017-10-16,73.199997,74.750000,68.930000,69.300003,68.664314,3199500
2017-10-17,70.019997,71.120003,60.320000,63.799999,63.214760,5743000
2017-10-18,65.650002,70.720001,64.809998,70.720001,70.071289,5110000
2017-10-19,71.000000,72.470001,67.320000,69.989998,69.347977,2116400
2017-10-20,71.000000,72.500000,70.080002,72.449997,71.785416,2027800
2017-10-23,72.500000,73.500000,68.699997,69.199997,68.565224,1745700
2017-10-24,70.180000,70.870003,66.589996,68.800003,68.168900,2133300
2017-10-25,69.300003,69.750000,67.309998,68.820000,68.188713,1108500
2017-10-26,69.050003,69.419998,64.589996,65.680000,65.077515,2028900
2017-10-27,65.889999,68.459999,63.160000,64.000000,63.412926,2242700
2017-10-30,64.150002,64.300003,60.980000,63.250000,62.669807,1947100
2017-10-31,64.000000,64.800003,61.810001,63.750000,63.165222,1562300
2017-11-01,69.000000,69.500000,66.629997,66.989998,66.375496,3258100
2017-11-02,66.989998,66.989998,66.989998,66.989998,66.375496,0
2017-11-03,67.000000,67.489998,60.599998,61.529999,60.965580,3714200
2017-11-06,62.470001,62.700001,57.000000,57.000000,56.477139,3471200
2017-11-07,55.650002,55.650002,51.000000,51.570000,51.096947,5987000
2017-11-08,52.000000,55.189999,51.900002,55.119999,54.614384,3285500
2017-11-09,55.250000,55.299999,51.139999,51.720001,51.245571,2743900
2017-11-10,51.750000,53.369999,47.860001,49.060001,48.609974,4078500
2017-11-13,49.049999,52.119999,47.500000,51.139999,50.670891,3103100
2017-11-14,51.939999,55.490002,51.660000,54.919998,54.416214,3781100
2017-11-15,54.919998,54.919998,54.919998,54.919998,54.416214,0
2017-11-16,56.509998,58.990002,55.709999,57.000000,56.477139,3787700
2017-11-17,58.500000,59.970001,58.110001,59.299999,58.756039,2460800
2017-11-20,59.299999,59.299999,59.299999,59.299999,58.756039,0
2017-11-21,60.299999,61.400002,60.000000,60.599998,60.044113,2445800
2017-11-22,60.509998,61.380001,57.209999,60.330002,59.776592,2785800
2017-11-23,59.790001,59.790001,58.000000,58.709999,58.171448,1101000
2017-11-24,58.860001,61.450001,58.240002,61.450001,60.886318,1386400
2017-11-27,62.000000,62.299999,59.000000,59.590000,59.043377,2314600
2017-11-28,59.889999,60.880001,58.369999,58.770000,58.230904,1168500
2017-11-29,58.990002,59.549999,57.529999,58.200001,57.666130,1422800
2017-11-30,58.200001,58.230000,54.869999,56.820000,56.298786,2851700
2017-12-01,57.000000,59.150002,55.240002,58.209999,57.676037,2113600
2017-12-04,59.049999,59.049999,57.200001,57.700001,57.170715,1275600
2017-12-05,57.400002,58.490002,56.360001,57.500000,56.972553,1567200
2017-12-06,57.250000,58.480000,56.650002,58.310001,57.775124,1242000
2017-12-07,57.259998,64.760002,57.000000,64.459999,63.868710,4210200
2017-12-08,66.500000,70.459999,66.000000,69.959999,69.318253,5000800
2017-12-11,71.419998,73.199997,69.510002,69.760002,69.120094,2574700
2017-12-12,67.000000,69.720001,66.620003,69.720001,69.080460,2108200
2017-12-13,71.150002,72.500000,68.599998,68.800003,68.168900,2413800
2017-12-14,67.889999,70.500000,66.809998,69.199997,68.565224,1597400
2017-12-15,69.550003,69.900002,68.410004,69.410004,68.773308,1060800
2017-12-18,71.410004,71.510002,68.500000,68.790001,68.158989,1199800
2017-12-19,69.110001,69.260002,66.419998,66.919998,66.306137,1142400
2017-12-20,67.500000,69.970001,66.510002,69.620003,69.392113,1122200
2017-12-21,69.620003,73.290001,69.239998,72.209999,71.973633,2689500
2017-12-22,71.599998,74.180000,70.540001,72.860001,72.621506,1343300
2017-12-25,72.860001,72.860001,72.860001,72.860001,72.621506,0
2017-12-26,73.199997,75.959999,72.739998,75.489998,75.242889,1858200
2017-12-27,76.449997,78.000000,76.449997,77.300003,77.046974,1285000
2017-12-28,78.699997,80.220001,77.809998,80.220001,79.957413,2872700
2017-12-29,80.220001,80.220001,80.220001,80.220001,79.957413,0
2018-01-02,80.900002,82.379997,78.410004,79.300003,79.040428,1857100
2018-01-03,79.000000,81.360001,77.519997,78.300003,78.043701,1293300
2018-01-04,80.000000,80.519997,79.300003,80.180000,79.917542,1498000
2018-01-05,80.449997,80.910004,78.349998,78.599998,78.342712,958900
2018-01-08,78.500000,80.110001,78.349998,78.610001,78.352684,899900
2018-01-09,79.250000,79.610001,76.300003,76.720001,76.468872,969500
2018-01-10,76.580002,78.500000,75.639999,77.500000,77.246315,1086400
2018-01-11,78.500000,78.779999,77.260002,77.639999,77.385857,555200
2018-01-12,76.769997,78.459999,76.400002,77.559998,77.306114,851100
2018-01-15,78.199997,79.230003,77.800003,78.900002,78.641731,627400
2018-01-16,79.000000,80.050003,78.239998,78.699997,78.442383,773000
2018-01-17,79.190002,79.599998,78.160004,78.779999,78.522125,485100
2018-01-18,79.010002,79.199997,76.519997,77.489998,77.236343,1064600
2018-01-19,77.660004,78.599998,76.750000,76.750000,76.498772,550900
2018-01-22,77.750000,77.800003,75.820000,77.000000,76.747948,659900
2018-01-23,76.720001,76.980003,74.610001,74.760002,74.515282,952200
2018-01-24,75.000000,81.000000,74.980003,80.989998,80.724884,2221700
2018-01-25,80.989998,80.989998,80.989998,80.989998,80.724884,0
2018-01-26,82.000000,84.500000,81.000000,82.800003,82.528969,2052400
2018-01-29,82.000000,84.599998,81.019997,84.599998,84.323074,808800
2018-01-30,84.470001,86.480003,83.360001,84.660004,84.382881,1123500
2018-01-31,86.010002,86.360001,84.110001,84.559998,84.283203,1033600
2018-02-01,84.300003,85.989998,84.300003,85.860001,85.578949,869000
2018-02-02,85.699997,85.699997,83.500000,83.860001,83.585495,985400
2018-02-05,83.500000,83.500000,80.629997,80.629997,80.366066,940500
2018-02-06,78.800003,81.800003,78.150002,81.639999,81.372765,1386600
2018-02-07,81.699997,81.699997,78.900002,79.000000,78.741402,1118800
2018-02-08,80.010002,80.500000,75.709999,76.000000,75.751221,1369000
2018-02-09,76.500000,77.099998,72.320000,73.889999,73.648132,1606500
2018-02-14,74.510002,74.699997,72.209999,74.699997,74.455475,1846100
2018-02-15,75.449997,79.209999,75.449997,79.209999,78.950714,1219100
2018-02-16,80.099998,81.230003,77.059998,78.610001,78.352684,1093400
2018-02-19,79.589996,82.260002,79.099998,82.260002,81.990738,884400
2018-02-20,81.449997,83.000000,80.129997,82.989998,82.718338,945900
2018-02-21,83.050003,83.900002,79.510002,79.540001,79.279640,2605000
2018-02-22,80.599998,81.800003,80.070000,81.419998,81.153481,1133100
2018-02-23,86.050003,87.440002,85.199997,86.989998,86.705246,5886600
2018-02-26,87.279999,94.320000,87.010002,94.320000,94.011253,3008200
2018-02-27,93.900002,94.800003,91.050003,91.500000,91.200485,2922000
2018-02-28,91.010002,93.000000,89.290001,91.050003,90.751961,1610300
2018-03-01,91.050003,92.800003,89.849998,92.180000,91.878258,1659200
2018-03-02,91.300003,93.000000,90.239998,92.839996,92.536095,1289900
2018-03-05,92.699997,92.839996,89.959999,90.400002,90.104088,1177000
2018-03-06,91.330002,91.930000,88.510002,89.180000,88.888084,1070200
2018-03-07,89.349998,90.029999,87.690002,90.029999,89.735298,705100
2018-03-08,89.000000,89.260002,86.199997,88.239998,87.951157,1770400
2018-03-09,88.239998,92.150002,87.489998,90.699997,90.403099,2290100
2018-03-12,92.199997,93.500000,91.099998,92.580002,92.276955,1209500
2018-03-13,93.000000,93.699997,90.129997,91.550003,91.250328,1479300
2018-03-14,91.680000,92.190002,89.099998,89.699997,89.406372,1369800
2018-03-15,89.300003,91.500000,88.610001,91.000000,90.702126,1029100
2018-03-16,91.300003,93.000000,90.519997,92.699997,92.396553,1748200
2018-03-19,90.800003,91.900002,89.629997,90.699997,90.403099,994600
2018-03-20,91.500000,92.129997,89.900002,90.000000,89.705399,886100
2018-03-21,90.410004,93.000000,90.010002,93.000000,92.695580,1347400
2018-03-22,93.120003,95.879997,92.000000,95.389999,95.077751,1636700
2018-03-23,95.019997,96.730003,94.500000,94.800003,94.489685,1259500
2018-03-26,96.000000,100.000000,95.629997,100.000000,99.672661,2439200
2018-03-27,100.650002,101.680000,96.250000,96.699997,96.383461,3717800
2018-03-28,96.489998,98.339996,95.089996,97.000000,96.682480,1649300
2018-03-29,98.160004,98.930000,97.099998,97.910004,97.589508,897800
2018-04-02,98.500000,99.900002,96.940002,97.919998,97.599472,1273400
2018-04-03,98.870003,99.459999,97.000000,97.000000,96.682480,1422100
2018-04-04,97.000000,97.000000,92.019997,96.500000,96.184120,1901000
2018-04-05,99.339996,99.400002,97.599998,98.690002,98.366951,1111500
2018-04-06,98.500000,99.000000,97.400002,98.099998,97.778885,988400
2018-04-09,98.099998,98.989998,95.029999,96.629997,96.313690,1126100
2018-04-10,98.000000,98.099998,93.519997,94.900002,94.589355,1828500
2018-04-11,94.500000,96.870003,93.629997,96.870003,96.552910,1167700
2018-04-12,96.010002,100.599998,96.010002,99.510002,99.184273,1647000
2018-04-13,98.650002,99.080002,97.500000,98.250000,97.928391,638600
2018-04-16,98.239998,99.330002,95.809998,96.169998,95.855202,1575100
2018-04-17,97.099998,97.589996,96.040001,97.000000,96.682480,797500
2018-04-18,97.989998,98.120003,95.330002,95.699997,95.386734,1518800
2018-04-19,96.309998,96.529999,93.989998,94.379997,94.071060,1067200
2018-04-20,94.139999,97.639999,94.010002,96.910004,96.592781,1297800
2018-04-23,97.099998,99.900002,96.269997,99.870003,99.543091,1263200
2018-04-24,99.699997,102.000000,99.050003,101.110001,100.779030,1205400
2018-04-25,99.980003,101.790001,98.540001,101.440002,101.107948,903200
2018-04-26,101.389999,104.900002,100.889999,104.500000,104.157936,1153700
2018-04-27,104.989998,106.800003,103.660004,105.300003,104.955315,2156800
2018-04-30,105.199997,107.769997,105.110001,106.709999,106.360695,938100
2018-05-02,107.000000,107.239998,102.500000,102.500000,102.164482,1444400
2018-05-03,103.320000,103.739998,96.739998,97.199997,96.881828,3005500
2018-05-04,98.000000,99.989998,95.699997,97.699997,97.380188,1932900
2018-05-07,98.529999,99.669998,96.650002,96.849998,96.532974,1235000
2018-05-08,104.650002,110.989998,102.400002,110.989998,110.626686,5157700
2018-05-09,111.000000,114.400002,108.000000,112.629997,112.261314,2566300
2018-05-10,112.629997,114.500000,109.500000,109.500000,109.141563,1915600
2018-05-11,109.500000,111.190002,106.699997,108.650002,108.294350,1449100
2018-05-14,109.599998,110.680000,105.410004,108.150002,107.795990,1485100
2018-05-15,108.150002,110.540001,105.800003,106.470001,106.121483,1673800
2018-05-16,106.050003,114.230003,106.050003,112.209999,111.842697,2153100
2018-05-17,112.199997,113.410004,107.430000,109.349998,108.992058,1673800
2018-05-18,108.000000,108.050003,102.500000,105.089996,104.745995,3304700
2018-05-21,108.699997,111.059998,108.169998,109.529999,109.171463,1541500
2018-05-22,110.050003,114.010002,109.430000,114.000000,113.626839,1904300
2018-05-23,112.459999,113.290001,110.019997,111.879997,111.513771,1415000
2018-05-24,109.000000,113.500000,108.010002,112.989998,112.620140,1557600
2018-05-25,113.220001,113.900002,111.660004,112.000000,111.633385,1686600
2018-05-28,110.300003,111.129997,104.000000,105.000000,104.656296,2426400
2018-05-29,108.000000,110.290001,103.660004,104.489998,104.147964,2558800
2018-05-30,106.199997,110.000000,105.089996,108.419998,108.065102,11290100
2018-06-01,110.879997,115.970001,109.519997,115.470001,115.092026,2791900
2018-06-04,116.510002,126.000000,116.510002,124.339996,123.932983,3458100
2018-06-05,120.930000,122.400002,119.000000,121.019997,120.623856,2221900
2018-06-06,120.699997,120.699997,114.040001,114.330002,113.955757,2354700
2018-06-07,113.389999,113.389999,95.320000,106.400002,106.051712,5152400
2018-06-08,109.389999,109.699997,99.500000,105.489998,105.144691,3548400
2018-06-11,107.570000,110.779999,105.110001,106.220001,105.872307,1840000
2018-06-12,107.500000,111.870003,106.449997,110.000000,109.639931,2494100
2018-06-13,111.320000,113.500000,108.620003,112.410004,112.042046,2177500
2018-06-14,113.000000,121.000000,113.000000,119.400002,119.009163,3460900
2018-06-15,121.000000,121.349998,115.050003,119.820000,119.427788,2347600
2018-06-18,118.400002,119.500000,116.019997,117.779999,117.394463,1208900
2018-06-19,116.410004,124.839996,115.279999,123.660004,123.255219,2339500
2018-06-20,125.120003,129.490005,121.690002,121.690002,121.291664,2384200
2018-06-21,122.000000,125.230003,121.070000,121.610001,121.211929,1678800
2018-06-22,124.000000,124.669998,121.879997,122.809998,122.407997,1054200
2018-06-25,123.510002,124.349998,120.250000,122.750000,122.348190,2303800
2018-06-26,123.480003,125.169998,122.199997,123.739998,123.334953,1590600
2018-06-27,123.889999,124.500000,121.209999,121.529999,121.132187,1024000
2018-06-28,121.529999,125.209999,121.529999,123.550003,123.145576,1266400
2018-06-29,125.000000,128.600006,124.699997,127.989998,127.571037,1774800
2018-07-02,127.199997,128.899994,125.099998,125.430000,125.019424,1021100
2018-07-03,126.800003,127.800003,123.790001,124.529999,124.122368,2109600
2018-07-04,125.639999,126.400002,123.800003,124.349998,123.942955,571000
2018-07-05,125.000000,125.000000,119.360001,120.000000,119.607193,1403500
2018-07-06,121.000000,122.199997,115.820000,121.699997,121.301628,1722500
2018-07-10,123.000000,123.900002,117.639999,118.050003,117.663582,1973900
2018-07-11,117.010002,120.290001,113.489998,114.510002,114.135170,1300800
2018-07-12,118.000000,123.370003,116.139999,123.370003,122.966164,2142300
2018-07-13,123.599998,127.510002,122.879997,125.639999,125.228737,1711500
2018-07-16,126.000000,128.710007,125.120003,127.739998,127.321861,1177500
2018-07-17,127.599998,132.369995,127.080002,132.000000,131.567917,1612500
2018-07-18,132.770004,135.000000,126.540001,126.949997,126.534447,1945000
2018-07-19,127.260002,128.990005,124.000000,128.970001,128.547836,1675100
2018-07-20,132.000000,132.789993,129.199997,130.970001,130.541290,1278600
2018-07-23,130.300003,130.789993,128.330002,129.820007,129.395065,627600
2018-07-24,131.199997,134.000000,131.119995,133.759995,133.322144,1100700
2018-07-25,134.350006,135.470001,131.520004,133.000000,132.564636,1073500
2018-07-26,133.809998,133.820007,130.600006,131.550003,131.119385,1044200
